id,solar_panels,wind_turbines,batteries,cost,reliability,environmental_impact
62,84,6,0,92880.0,0.9836879131730475,0.01943382852577654
63,33,20,0,205860.0,0.975774934511162,0.017251505532850733
64,36,13,0,139920.0,0.9496282325947103,0.01751771367048815
65,11,8,0,81420.0,0.8094186299802871,0.017183161239537895
66,35,24,0,245100.0,0.9859223456126616,0.017203999076679986
67,14,22,0,217080.0,0.9518982976088635,0.016993455844432757
68,80,5,0,81600.0,0.9661308590415215,0.019676239662661625
69,0,18,0,172800.0,0.899068546812819,0.016822447775202868
70,54,28,1,294400.0,0.9994393140863064,0.017473962387082237
71,12,26,0,254640.0,0.9632477372032955,0.01694719478613883
72,92,22,0,249840.0,1.0,0.017828581481989698
73,36,27,0,274320.0,0.9898891699313442,0.0171727003385167
74,64,6,1,87400.0,0.9515351125919727,0.01954106615143542
75,17,11,0,112740.0,0.8783320560499042,0.017225665199155398
76,50,22,1,235120.0,0.9969752076216107,0.01759636146904374
77,56,11,0,129120.0,0.9776177440584992,0.01801528974056738
78,77,12,1,150460.0,0.9990530131349485,0.018586277626490712
79,63,11,0,132060.0,0.9870721773957054,0.018140282259264808
80,61,9,0,112020.0,0.9744650893964026,0.0183370742712218
81,129,5,0,102180.0,0.9984514150140351,0.02061145669399709
82,3,24,0,231660.0,0.9401896241441262,0.016856614802926075
83,123,5,0,99660.0,0.9976182121822241,0.020515081257653153
84,136,5,0,105120.0,0.999139326732334,0.020718755882877794
85,94,26,0,289080.0,1.0,0.0177070937001172
86,0,9,0,86400.0,0.7886369201447655,0.016822447775202868
87,110,7,1,116320.0,0.9999310881164319,0.020073096929635135
88,39,18,0,189180.0,0.9782044040799988,0.017376718829005
89,5,8,0,78900.0,0.7874933549172779,0.01699046509042379
90,0,22,0,211200.0,0.9249528503046687,0.016822447775202868
91,34,10,1,113200.0,0.9225374093618228,0.018073001030080495
92,61,6,0,83220.0,0.9405408700134947,0.018901203356143353
93,2,14,0,135240.0,0.8681492100898404,0.016861472432469077
94,38,8,0,92760.0,0.9027884361757842,0.017946429298512583
95,79,7,0,100380.0,0.9859982490369085,0.019066990285786456
96,84,10,1,134200.0,0.999291567078692,0.018978594472937645
97,55,13,0,147900.0,0.9843921775380056,0.017838889946649183
98,64,9,1,116200.0,0.9840546650289076,0.018809975049787986
99,112,7,0,114240.0,0.9991432515192751,0.019676239662661625
