id,solar_panels,wind_turbines,batteries,cost,reliability,environmental_impact,source_algorithm,w_cost,w_reliability,w_impact
71,43,9,1,107380.0,0.9362021387595146,0.01839284313809029,MOPSO,,,
72,3,8,0,78060.0,0.7800119540450228,0.016924096481631786,MOPSO,,,
73,7,9,0,89340.0,0.8135179877034335,0.017030487478734476,MOPSO,,,
74,0,25,0,240000.0,0.9388548341375785,0.016822447775202868,MOPSO,,,
75,103,13,0,168060.0,1.0,0.018539098429211937,MOPSO,,,
76,47,21,0,221340.0,0.9908710819699983,0.017393710555972067,MOPSO,,,
77,14,9,0,92280.0,0.8381204668973736,0.017228169396667076,MOPSO,,,
78,5,15,0,146100.0,0.8871938749352591,0.016912927582654676,MOPSO,,,
79,11,23,0,225420.0,0.9505360680846766,0.016951642948166038,MOPSO,,,
80,35,9,0,101100.0,0.9082490282731902,0.01776626622683342,MOPSO,,,
81,84,6,0,92880.0,0.9836879131730475,0.01943382852577654,MOPSO,,,
82,33,20,0,205860.0,0.975774934511162,0.017251505532850733,MOPSO,,,
83,36,13,0,139920.0,0.9496282325947103,0.01751771367048815,MOPSO,,,
84,11,8,0,81420.0,0.8094186299802871,0.017183161239537895,MOPSO,,,
85,35,24,0,245100.0,0.9859223456126616,0.017203999076679986,MOPSO,,,
86,14,22,0,217080.0,0.9518982976088635,0.016993455844432757,MOPSO,,,
87,80,5,0,81600.0,0.9661308590415215,0.019676239662661625,MOPSO,,,
88,0,18,0,172800.0,0.899068546812819,0.016822447775202868,MOPSO,,,
89,54,28,1,294400.0,0.9994393140863064,0.017473962387082237,MOPSO,,,
90,12,26,0,254640.0,0.9632477372032955,0.01694719478613883,MOPSO,,,
91,92,22,0,249840.0,1.0,0.017828581481989698,MOPSO,,,
92,36,27,0,274320.0,0.9898891699313442,0.0171727003385167,MOPSO,,,
93,17,11,0,112740.0,0.8783320560499042,0.017225665199155398,MOPSO,,,
94,50,22,1,235120.0,0.9969752076216107,0.01759636146904374,MOPSO,,,
95,56,11,0,129120.0,0.9776177440584992,0.01801528974056738,MOPSO,,,
96,77,12,1,150460.0,0.9990530131349485,0.018586277626490712,MOPSO,,,
97,63,11,0,132060.0,0.9870721773957054,0.018140282259264808,MOPSO,,,
98,61,9,0,112020.0,0.9744650893964026,0.0183370742712218,MOPSO,,,
99,129,5,0,102180.0,0.9984514150140351,0.02061145669399709,MOPSO,,,
100,3,24,0,231660.0,0.9401896241441262,0.016856614802926075,MOPSO,,,
101,123,5,0,99660.0,0.9976182121822241,0.020515081257653153,MOPSO,,,
102,136,5,0,105120.0,0.999139326732334,0.020718755882877794,MOPSO,,,
103,94,26,0,289080.0,1.0,0.0177070937001172,MOPSO,,,
104,0,9,0,86400.0,0.7886369201447655,0.016822447775202868,MOPSO,,,
105,110,7,1,116320.0,0.9999310881164319,0.020073096929635135,MOPSO,,,
106,39,18,0,189180.0,0.9782044040799988,0.017376718829005,MOPSO,,,
107,5,8,0,78900.0,0.7874933549172779,0.01699046509042379,MOPSO,,,
108,0,22,0,211200.0,0.9249528503046687,0.016822447775202868,MOPSO,,,
109,34,10,1,113200.0,0.9225374093618228,0.018073001030080495,MOPSO,,,
110,61,6,0,83220.0,0.9405408700134947,0.018901203356143353,MOPSO,,,
111,2,14,0,135240.0,0.8681492100898404,0.016861472432469077,MOPSO,,,
112,38,8,0,92760.0,0.9027884361757842,0.017946429298512583,MOPSO,,,
113,79,7,0,100380.0,0.9859982490369085,0.019066990285786456,MOPSO,,,
114,84,10,1,134200.0,0.999291567078692,0.018978594472937645,MOPSO,,,
115,55,13,0,147900.0,0.9843921775380056,0.017838889946649183,MOPSO,,,
116,112,7,0,114240.0,0.9991432515192751,0.019676239662661625,MOPSO,,,
117,80,5,0,81600.0,0.9661308590415215,0.019676239662661625,Weighted-Sum,1.0,0.0,0.0
118,1,33,0,317220.0,0.9673688627085258,0.016830757084133383,Weighted-Sum,0.0,0.0,1.0
119,78,6,0,90360.0,0.9763460199515804,0.019304105012740727,Weighted-Sum,0.52,0.33,0.15
120,91,6,0,95820.0,0.9895856871948376,0.01957786212728044,Weighted-Sum,0.28,0.48,0.24
121,91,8,0,115020.0,0.9968237973938011,0.019079828727257418,Weighted-Sum,0.12,0.67,0.21
122,21,7,0,76020.0,0.8254279158430762,0.017570335106550972,Weighted-Sum,0.4,0.12,0.48
123,90,7,0,105000.0,0.9939357455179192,0.019285075277137315,Weighted-Sum,0.19,0.52,0.29
124,85,6,0,93300.0,0.9846988812526618,0.019454873942504936,Weighted-Sum,0.33,0.38,0.29
125,112,5,0,95040.0,0.9946510953869674,0.020326859848674248,Weighted-Sum,0.26,0.61,0.13
126,65,10,0,123300.0,0.9857291834814196,0.018286149051447615,Weighted-Sum,0.14,0.29,0.57
127,80,5,0,81600.0,0.9661308590415215,0.019676239662661625,Weighted-Sum,0.36,0.23,0.41
128,22,7,0,76440.0,0.8290982847461701,0.017602539568197753,Weighted-Sum,0.47,0.11,0.42
129,102,7,0,110040.0,0.9980269061107191,0.019505324365592738,Weighted-Sum,0.09,0.74,0.17
130,84,5,0,83280.0,0.9721947253444672,0.01976736393002673,Weighted-Sum,0.41,0.32,0.27
131,101,5,0,90420.0,0.9888362211223317,0.02012203787515584,Weighted-Sum,0.38,0.48,0.14
132,1,8,0,77220.0,0.772492644111267,0.016856614802926072,Weighted-Sum,0.22,0.13,0.65
133,81,5,0,82020.0,0.967730820835017,0.019699318597053428,Weighted-Sum,0.55,0.26,0.19
134,106,5,0,92520.0,0.9919805180904332,0.020217334189283186,Weighted-Sum,0.31,0.54,0.15
135,111,4,0,85020.0,0.9843812018730513,0.020759478055330044,Weighted-Sum,0.44,0.36,0.2
136,81,8,0,110820.0,0.9924028012549493,0.01889485047379316,Weighted-Sum,0.18,0.44,0.38
137,81,5,0,82020.0,0.967730820835017,0.019699318597053428,Weighted-Sum,0.61,0.29,0.1
138,59,7,0,91980.0,0.9501975456429907,0.018624403062970533,Weighted-Sum,0.25,0.18,0.57
139,85,8,0,112500.0,0.9946655017195399,0.018970218329686806,Weighted-Sum,0.13,0.53,0.34
140,86,6,0,93720.0,0.9856748950583152,0.0194757600026642,Weighted-Sum,0.29,0.4,0.31
141,64,6,0,84480.0,0.9485451796374382,0.01897641468195866,Weighted-Sum,0.36,0.19,0.45
142,107,5,0,92940.0,0.9924927556463694,0.020235945774098273,Weighted-Sum,0.24,0.63,0.13
143,21,7,0,76020.0,0.8254279158430762,0.017570335106550972,Weighted-Sum,0.3,0.15,0.55
144,110,4,0,84600.0,0.983617352098535,0.020741065077608728,Weighted-Sum,0.48,0.39,0.13
145,76,8,0,108720.0,0.9885515477186314,0.018797936122070667,Weighted-Sum,0.2,0.35,0.45
146,66,6,0,85320.0,0.9535465396448952,0.01902552863538903,Weighted-Sum,0.42,0.21,0.37
147,105,5,0,92100.0,0.9914173907446329,0.020198575733658377,Weighted-Sum,0.34,0.5,0.16
148,71,7,0,97020.0,0.9756637186448771,0.018897574765159957,Weighted-Sum,0.27,0.24,0.49
149,54,6,0,80280.0,0.9197250773748811,0.01871815013786265,Weighted-Sum,0.58,0.19,0.23
150,97,7,0,107940.0,0.9967706623656306,0.019415661375332256,Weighted-Sum,0.15,0.62,0.23
151,22,7,0,76440.0,0.8290982847461701,0.017602539568197753,Weighted-Sum,0.46,0.12,0.42
152,87,7,0,103740.0,0.9922917345744398,0.019227211502063586,Weighted-Sum,0.21,0.47,0.32
153,93,5,0,87060.0,0.9823872332440255,0.01996135407081545,Weighted-Sum,0.39,0.41,0.2
154,61,11,0,131220.0,0.9847680203330211,0.018105030828004513,Weighted-Sum,0.12,0.25,0.63
155,85,6,0,93300.0,0.9846988812526618,0.019454873942504936,Weighted-Sum,0.31,0.37,0.32
156,80,5,0,81600.0,0.9661308590415215,0.019676239662661625,Weighted-Sum,0.52,0.14,0.34
157,94,6,0,97080.0,0.991477179413127,0.019637322459882922,Weighted-Sum,0.26,0.49,0.25
158,82,5,0,82440.0,0.969292156513759,0.019722197229618668,Weighted-Sum,0.35,0.28,0.37
159,93,7,0,106260.0,0.995308598245795,0.01934178492443065,Weighted-Sum,0.17,0.56,0.27
160,61,8,0,102420.0,0.9664327388757232,0.018487713220896634,Weighted-Sum,0.23,0.2,0.57
161,87,5,0,84540.0,0.9760181523098947,0.01983367519375419,Weighted-Sum,0.4,0.34,0.26
162,108,5,0,93360.0,0.9929621815519615,0.020254412206282237,Weighted-Sum,0.28,0.58,0.14
163,32,7,0,80640.0,0.8650129047120017,0.01790981261742715,Weighted-Sum,0.37,0.16,0.47
164,82,8,0,111240.0,0.9930177923406328,0.018913869354004017,Weighted-Sum,0.19,0.39,0.42
165,81,5,0,82020.0,0.967730820835017,0.019699318597053428,Weighted-Sum,0.49,0.24,0.27
166,99,5,0,89580.0,0.9873579759297325,0.0200828409952412,Weighted-Sum,0.32,0.45,0.23
