id,solar_panels,wind_turbines,batteries,cost,reliability,environmental_impact,source_algorithm,w_cost,w_reliability,w_impact
181,0,8,0,76800.0,0.768732989144389,0.016822447775202868,Weighted-Sum,0.22,0.13,0.65
182,81,5,0,82020.0,0.967730820835017,0.019699318597053428,Weighted-Sum,0.55,0.26,0.19
183,106,5,0,92520.0,0.9919805180904332,0.020217334189283186,Weighted-Sum,0.31,0.54,0.15
184,85,5,0,83700.0,0.9735081831709682,0.019789657057505714,Weighted-Sum,0.44,0.36,0.2
185,79,8,0,109980.0,0.9909688536354303,0.018856452173310133,Weighted-Sum,0.18,0.44,0.38
186,74,6,0,88680.0,0.9699366872405619,0.01921419259976383,Weighted-Sum,0.61,0.29,0.1
187,59,7,0,91980.0,0.9501975456429907,0.018624403062970533,Weighted-Sum,0.25,0.18,0.57
188,80,9,0,120000.0,0.9944948316120229,0.01870013905033465,Weighted-Sum,0.13,0.53,0.34
189,87,6,0,94140.0,0.9866025524080844,0.019496488509407117,Weighted-Sum,0.29,0.4,0.31
190,60,6,0,82800.0,0.937715209083061,0.018875711792073833,Weighted-Sum,0.36,0.19,0.45
191,103,6,0,100860.0,0.9958925689151993,0.01980808928348935,Weighted-Sum,0.24,0.63,0.13
192,0,8,0,76800.0,0.768732989144389,0.016822447775202868,Weighted-Sum,0.3,0.15,0.55
193,90,5,0,85800.0,0.9794505393732691,0.019898317840844403,Weighted-Sum,0.48,0.39,0.13
194,76,8,0,108720.0,0.9885515477186314,0.018797936122070667,Weighted-Sum,0.2,0.35,0.45
195,69,6,0,86580.0,0.9602211015237574,0.019097709034999487,Weighted-Sum,0.42,0.21,0.37
196,104,5,0,91680.0,0.9908210006159394,0.020179668661820267,Weighted-Sum,0.34,0.5,0.16
197,74,7,0,98280.0,0.9802852092716878,0.018962232745004918,Weighted-Sum,0.27,0.24,0.49
198,83,5,0,82860.0,0.9707810687079151,0.019744878156716612,Weighted-Sum,0.58,0.19,0.23
199,99,7,0,108780.0,0.997355357209039,0.019451877253324246,Weighted-Sum,0.15,0.62,0.23
200,21,7,0,76020.0,0.8254279158430762,0.017570335106550972,Weighted-Sum,0.46,0.12,0.42
201,86,7,0,103320.0,0.9916574716946247,0.019207660993924496,Weighted-Sum,0.21,0.47,0.32
202,90,5,0,85800.0,0.9794505393732691,0.019898317840844403,Weighted-Sum,0.39,0.41,0.2
203,61,11,0,131220.0,0.9847680203330211,0.018105030828004513,Weighted-Sum,0.12,0.25,0.63
204,94,5,0,87480.0,0.9832759234055337,0.019982019472996607,Weighted-Sum,0.31,0.37,0.32
205,22,7,0,76440.0,0.8290982847461701,0.017602539568197753,Weighted-Sum,0.52,0.14,0.34
206,91,6,0,95820.0,0.9895856871948376,0.01957786212728044,Weighted-Sum,0.26,0.49,0.25
207,82,5,0,82440.0,0.969292156513759,0.019722197229618668,Weighted-Sum,0.35,0.28,0.37
208,94,7,0,106680.0,0.995706416117081,0.019360437615670363,Weighted-Sum,0.17,0.56,0.27
209,61,8,0,102420.0,0.9664327388757232,0.018487713220896634,Weighted-Sum,0.23,0.2,0.57
210,88,5,0,84960.0,0.9772127439672186,0.01985540500809737,Weighted-Sum,0.4,0.34,0.26
211,109,5,0,93780.0,0.9933969876314982,0.020272735177317446,Weighted-Sum,0.28,0.58,0.14
212,40,7,0,84000.0,0.8924918240873946,0.018137776307764513,Weighted-Sum,0.37,0.16,0.47
213,78,8,0,109560.0,0.9902051638619581,0.018837070467569782,Weighted-Sum,0.19,0.39,0.42
214,70,6,0,87000.0,0.962329804000427,0.019121381304685638,Weighted-Sum,0.49,0.24,0.27
215,99,5,0,89580.0,0.9873579759297325,0.0200828409952412,Weighted-Sum,0.32,0.45,0.23
