id,solar_panels,wind_turbines,batteries,cost,reliability,environmental_impact
62,123,5,0,99660.0,0.9976182121822241,0.020515081257653153
63,105,24,0,274500.0,1.0,0.01786909084748062
64,105,7,1,114220.0,0.9997745528060302,0.019994802097154152
65,8,9,0,89760.0,0.8170482633570608,0.017059343467920752
66,8,19,1,188680.0,0.9287145648890689,0.01717539173404474
67,99,7,1,111700.0,0.9994497343152515,0.019897479880780104
68,4,9,0,88080.0,0.8028750341336367,0.01694264267319427
69,110,6,1,106720.0,0.9995147218352163,0.020408037176699985
70,0,11,0,105600.0,0.8225298754808392,0.016822447775202868
71,90,11,0,143400.0,0.998902551739618,0.018583046767180998
72,64,17,1,193000.0,0.9985319177069926,0.01797992482579769
73,0,17,0,163200.0,0.8913720495720088,0.016822447775202868
74,20,29,0,286800.0,0.9804012316056624,0.017007451597942914
75,116,4,2,92960.0,0.9926521033909532,0.022013978804878098
76,100,11,1,150520.0,1.0,0.0190533163794699
77,34,22,0,225480.0,0.9817716811718277,0.017225665199155398
78,97,14,0,175140.0,1.0,0.018364395826475755
79,12,30,0,293040.0,0.9737364210675061,0.016930782972863438
80,3,9,0,87660.0,0.7993228190734617,0.01691292758265468
81,113,13,0,172260.0,1.0,0.01866801781648661
82,0,19,0,182400.0,0.90628657934703,0.016822447775202864
83,9,26,0,253380.0,0.9584128505824321,0.016916367467570987
84,0,15,0,144000.0,0.872827763519779,0.016822447775202864
85,54,6,0,80280.0,0.9197250773748811,0.01871815013786265
86,70,6,0,87000.0,0.962329804000427,0.019121381304685638
87,160,4,1,108520.0,1.0,0.021990345828276796
88,117,8,0,125940.0,0.9998408003795741,0.019511932564445073
89,2,10,0,96840.0,0.8133984687107613,0.016876977840757097
90,96,26,0,289920.0,1.0,0.01772383398095236
91,0,20,0,192000.0,0.9131726528656697,0.016822447775202864
92,5,8,0,78900.0,0.7874933549172779,0.01699046509042379
93,29,10,0,108180.0,0.9028925336675356,0.01754762398580727
94,8,10,0,99360.0,0.8342557538930786,0.017036275502537897
95,38,22,0,227160.0,0.9855189520774754,0.01727049437200201
96,81,18,0,206820.0,0.9996908178519992,0.01789505884208176
97,0,13,1,127720.0,0.8549545379819873,0.017176689704315313
98,11,9,0,91020.0,0.8276377643634762,0.017144666725577653
99,135,5,0,104700.0,0.9990545539524635,0.02070375190594897
