id,solar_panels,wind_turbines,batteries,cost,reliability,environmental_impact
62,31,8,0,89820.0,0.879535560346104,0.017763284614794667
63,81,23,0,254820.0,0.9998659091145136,0.01768660955776969
64,8,25,0,243360.0,0.9530826323939245,0.016909346984376968
65,25,15,1,157420.0,0.9423511041757634,0.017546299726565868
66,25,11,0,116100.0,0.9031492677607024,0.01740192163041815
67,80,16,0,187200.0,0.999068081876775,0.017997059297301634
68,38,23,0,236760.0,0.9868882808796222,0.01725204102581026
69,15,17,0,169500.0,0.928336755779504,0.017057651863241787
70,75,8,1,111220.0,0.9928417530206064,0.019215672774632243
71,101,5,2,96260.0,0.9948426521336028,0.02121823844596657
72,82,5,0,82440.0,0.969292156513759,0.019722197229618668
73,3,27,0,260460.0,0.9519967239837623,0.01685283262165584
74,40,19,0,199200.0,0.9820770629223556,0.017362050878782734
75,127,6,3,119700.0,1.0,0.021558422605441666
76,0,9,0,86400.0,0.7886369201447655,0.016822447775202868
77,117,5,2,102980.0,0.9997435405075719,0.021444473890242823
78,45,10,1,117820.0,0.9522574326468611,0.018294958626409917
79,7,24,0,233340.0,0.9474119825570921,0.01690172763824267
80,5,13,0,126900.0,0.8657669786894786,0.016926669524664796
81,147,4,0,100140.0,0.9980352319522605,0.02133005631513593
82,0,11,0,105600.0,0.8225298754808392,0.016822447775202868
83,130,5,1,105520.0,0.999810635135401,0.021118130485804926
84,94,7,0,106680.0,0.995706416117081,0.019360437615670363
85,0,22,0,211200.0,0.9249528503046687,0.016822447775202868
86,106,7,1,114640.0,0.9998084160106009,0.02001066065648605
87,72,14,0,164640.0,0.9967721211339395,0.018025664410639637
88,84,15,0,179280.0,0.9992711787508163,0.018115644399292294
89,47,24,1,253060.0,0.9968922185619643,0.017506728724498585
90,12,12,0,120240.0,0.8754535118202421,0.017087990503244346
91,36,27,0,274320.0,0.9898891699313442,0.0171727003385167
92,0,24,0,230400.0,0.9346150004843798,0.016822447775202864
93,99,14,0,175980.0,1.0,0.018390072637282234
94,108,13,0,170160.0,1.0,0.01860421061744959
95,78,6,0,90360.0,0.9763460199515804,0.019304105012740727
96,14,11,0,111480.0,0.8687139437902598,0.01715743422038357
97,99,18,0,214380.0,1.0,0.018096161050095136
98,64,9,0,113280.0,0.9794378146102106,0.01839716970497352
99,21,28,0,277620.0,0.9796079157847188,0.017023240564239435
